record_type,epoch,step,global_step,optimizer_step,train_step_loss,train_running_loss,train_epoch_loss,val_loss,val_wer,lr,elapsed_sec,best_wer
train_step,68,42,3191,669,3.089987277984619,2.9182532685143605,,,,2.952152157255531e-05,,
train_step,68,43,3192,669,2.918566942214966,2.918260563251584,,,,2.952152157255531e-05,,
train_step,68,44,3193,670,2.8882291316986084,2.9175780307162893,,,,2.9518939134764663e-05,,
train_step,68,45,3194,670,2.8718881607055664,2.9165627002716064,,,,2.9518939134764663e-05,,
train_step,68,46,3195,671,3.247264862060547,2.923751877701801,,,,2.9516349864313383e-05,,
train_step,68,47,3196,672,2.602567672729492,2.916918171213028,,,,2.9513753762463457e-05,,
epoch_summary,68,47,3196,672,,,2.916918171213028,nan,nan,2.9513753762463457e-05,9.13356328010559,0.21612232079767607
train_step,69,1,3197,672,2.742612838745117,2.742612838745117,,,,2.9513753762463457e-05,,
train_step,69,2,3198,673,2.8261985778808594,2.7844057083129883,,,,2.951115083048018e-05,,
train_step,69,3,3199,673,2.7315776348114014,2.766796350479126,,,,2.951115083048018e-05,,
train_step,69,4,3200,674,3.33738112449646,2.9094425439834595,,,,2.950854106963221e-05,,
train_step,69,5,3201,674,2.6825482845306396,2.8640636920928957,,,,2.950854106963221e-05,,
train_step,69,6,3202,675,2.826249599456787,2.857761343320211,,,,2.950592448119149e-05,,
train_step,69,7,3203,675,3.031252145767212,2.8825457436697826,,,,2.950592448119149e-05,,
train_step,69,8,3204,676,2.650216817855835,2.853504627943039,,,,2.9503301066433325e-05,,
train_step,69,9,3205,676,3.059199333190918,2.8763595951928034,,,,2.9503301066433325e-05,,
train_step,69,10,3206,677,3.226213216781616,2.9113449573516847,,,,2.9500670826636338e-05,,
train_step,69,11,3207,677,2.7758235931396484,2.8990248333324087,,,,2.9500670826636338e-05,,
train_step,69,12,3208,678,2.6323885917663574,2.876805146535238,,,,2.9498033763082473e-05,,
train_step,69,13,3209,678,3.1791415214538574,2.900061790759747,,,,2.9498033763082473e-05,,
train_step,69,14,3210,679,2.6306679248809814,2.8808193717684065,,,,2.9495389877056998e-05,,
train_step,69,15,3211,679,3.0491464138031006,2.8920411745707195,,,,2.9495389877056998e-05,,
train_step,69,16,3212,680,2.552941083908081,2.8708474189043045,,,,2.9492739169848517e-05,,
train_step,69,17,3213,680,2.594653606414795,2.8546007240519806,,,,2.9492739169848517e-05,,
train_step,69,18,3214,681,2.617171287536621,2.841410199801127,,,,2.9490081642748948e-05,,
train_step,69,19,3215,681,2.466797351837158,2.821693734118813,,,,2.9490081642748948e-05,,
train_step,69,20,3216,682,2.707695960998535,2.815993845462799,,,,2.9487417297053545e-05,,
train_step,69,21,3217,682,3.1815319061279297,2.8334004197801863,,,,2.9487417297053545e-05,,
train_step,69,22,3218,683,3.015817165374756,2.841692090034485,,,,2.9484746134060865e-05,,
train_step,69,23,3219,683,3.267895221710205,2.8602226609769077,,,,2.9484746134060865e-05,,
train_step,69,24,3220,684,2.856360912322998,2.8600617547829947,,,,2.9482068155072813e-05,,
train_step,69,25,3221,684,2.5540122985839844,2.8478197765350344,,,,2.9482068155072813e-05,,
train_step,69,26,3222,685,2.962315320968628,2.8522234513209415,,,,2.9479383361394597e-05,,
train_step,69,27,3223,685,2.9896762371063232,2.8573142952389188,,,,2.9479383361394597e-05,,
train_step,69,28,3224,686,3.164001703262329,2.8682674169540405,,,,2.9476691754334753e-05,,
train_step,69,29,3225,686,3.2050275802612305,2.8798798363784264,,,,2.9476691754334753e-05,,
train_step,69,30,3226,687,3.167144775390625,2.8894553343454996,,,,2.9473993335205144e-05,,
train_step,69,31,3227,687,2.833728551864624,2.8876576962009555,,,,2.9473993335205144e-05,,
train_step,69,32,3228,688,3.082770347595215,2.893754966557026,,,,2.9471288105320938e-05,,
train_step,69,33,3229,688,3.004689931869507,2.8971166321725557,,,,2.9471288105320938e-05,,
train_step,69,34,3230,689,3.1009130477905273,2.9031106443966137,,,,2.946857606600063e-05,,
train_step,69,35,3231,689,3.187417507171631,2.911233697618757,,,,2.946857606600063e-05,,
train_step,69,36,3232,690,2.8061020374298096,2.9083133737246194,,,,2.9465857218566045e-05,,
train_step,69,37,3233,690,2.9030232429504395,2.9081703972172095,,,,2.9465857218566045e-05,,
train_step,69,38,3234,691,2.8491291999816895,2.906616681500485,,,,2.946313156434231e-05,,
train_step,69,39,3235,691,2.8916611671447754,2.9062332067734156,,,,2.946313156434231e-05,,
train_step,69,40,3236,692,3.1857094764709473,2.913220113515854,,,,2.9460399104657874e-05,,
train_step,69,41,3237,692,2.5867598056793213,2.9052576669832555,,,,2.9460399104657874e-05,,
train_step,69,42,3238,693,2.9486963748931885,2.906291921933492,,,,2.945765984084451e-05,,
train_step,69,43,3239,693,2.6629281044006348,2.900632298269937,,,,2.945765984084451e-05,,
train_step,69,44,3240,694,2.634524345397949,2.8945843902501194,,,,2.9454913774237296e-05,,
train_step,69,45,3241,694,2.7372307777404785,2.8910876433054606,,,,2.9454913774237296e-05,,
train_step,69,46,3242,695,2.4467248916625977,2.8814275834871377,,,,2.945216090617464e-05,,
train_step,69,47,3243,696,2.840230703353882,2.8805510541226003,,,,2.9449401237998246e-05,,
epoch_summary,69,47,3243,696,,,2.8805510541226003,nan,nan,2.9449401237998246e-05,9.102476358413696,0.21612232079767607
train_step,70,1,3244,696,2.7242276668548584,2.7242276668548584,,,,2.9449401237998246e-05,,
train_step,70,2,3245,697,2.6400105953216553,2.682119131088257,,,,2.944663477105315e-05,,
train_step,70,3,3246,697,2.926098346710205,2.7634455362955728,,,,2.944663477105315e-05,,
train_step,70,4,3247,698,2.8566598892211914,2.7867491245269775,,,,2.9443861506687694e-05,,
train_step,70,5,3248,698,2.6937081813812256,2.768140935897827,,,,2.9443861506687694e-05,,
train_step,70,6,3249,699,2.9764816761016846,2.80286439259847,,,,2.9441081446253528e-05,,
train_step,70,7,3250,699,2.9499826431274414,2.82388128553118,,,,2.9441081446253528e-05,,
train_step,70,8,3251,700,3.2004168033599854,2.870948225259781,,,,2.9438294591105624e-05,,
train_step,70,9,3252,700,2.937495708465576,2.878342390060425,,,,2.9438294591105624e-05,,
train_step,70,10,3253,701,3.203420639038086,2.9108502149581907,,,,2.943550094260226e-05,,
train_step,70,11,3254,701,3.010099172592163,2.91987284747037,,,,2.943550094260226e-05,,
train_step,70,12,3255,702,2.5061326026916504,2.88539449373881,,,,2.943270050210503e-05,,
train_step,70,13,3256,702,3.0175693035125732,2.8955617867983303,,,,2.943270050210503e-05,,
train_step,70,14,3257,703,2.693666458129883,2.8811406918934415,,,,2.942989327097883e-05,,
train_step,70,15,3258,703,3.236931800842285,2.9048600991566977,,,,2.942989327097883e-05,,
train_step,70,16,3259,704,2.6290102005004883,2.8876194804906845,,,,2.9427079250591873e-05,,
train_step,70,17,3260,704,2.6433491706848145,2.873250638737398,,,,2.9427079250591873e-05,,
train_step,70,18,3261,705,3.336458444595337,2.8989844057295056,,,,2.9424258442315676e-05,,
train_step,70,19,3262,705,2.6198463439941406,2.8842929287960657,,,,2.9424258442315676e-05,,
train_step,70,20,3263,706,3.3582282066345215,2.9079896926879885,,,,2.942143084752507e-05,,
train_step,70,21,3264,706,3.0201950073242188,2.9133328029087613,,,,2.942143084752507e-05,,
train_step,70,22,3265,707,2.977151870727539,2.9162336696277964,,,,2.941859646759818e-05,,
train_step,70,23,3266,707,2.931968927383423,2.9169178112693457,,,,2.941859646759818e-05,,
train_step,70,24,3267,708,2.9200711250305176,2.9170491993427277,,,,2.941575530391647e-05,,
train_step,70,25,3268,708,2.792966604232788,2.91208589553833,,,,2.941575530391647e-05,,
train_step,70,26,3269,709,3.225351333618164,2.9241345662337084,,,,2.9412907357864668e-05,,
train_step,70,27,3270,709,2.900836944580078,2.9232716913576478,,,,2.9412907357864668e-05,,
train_step,70,28,3271,710,2.853778839111328,2.920789803777422,,,,2.9410052630830834e-05,,
train_step,70,29,3272,710,3.1868534088134766,2.929964410847631,,,,2.9410052630830834e-05,,
train_step,70,30,3273,711,2.626310110092163,2.9198426008224487,,,,2.940719112420633e-05,,
train_step,70,31,3274,711,2.7942795753479004,2.9157921806458504,,,,2.940719112420633e-05,,
train_step,70,32,3275,712,2.7226946353912354,2.9097578823566437,,,,2.940432283938582e-05,,
train_step,70,33,3276,712,2.594109535217285,2.9001927809281782,,,,2.940432283938582e-05,,
train_step,70,34,3277,713,2.3967201709747314,2.885384762988371,,,,2.940144777776727e-05,,
train_step,70,35,3278,713,2.7662513256073,2.881980950491769,,,,2.940144777776727e-05,,
train_step,70,36,3279,714,2.636791467666626,2.875170131524404,,,,2.939856594075195e-05,,
train_step,70,37,3280,714,2.5522279739379883,2.8664419651031494,,,,2.939856594075195e-05,,
train_step,70,38,3281,715,3.0738916397094727,2.871901167066474,,,,2.9395677329744432e-05,,
train_step,70,39,3282,715,2.9021735191345215,2.8726773812220645,,,,2.9395677329744432e-05,,
train_step,70,40,3283,716,3.0729455947875977,2.877684086561203,,,,2.939278194615259e-05,,
train_step,70,41,3284,716,2.935013771057129,2.8790823715489084,,,,2.939278194615259e-05,,
train_step,70,42,3285,717,2.7256128787994385,2.8754283360072543,,,,2.93898797913876e-05,,
train_step,70,43,3286,717,2.693472385406494,2.871196802272353,,,,2.93898797913876e-05,,
train_step,70,44,3287,718,2.9163942337036133,2.8722240166230635,,,,2.938697086686393e-05,,
train_step,70,45,3288,718,2.778650999069214,2.870144616232978,,,,2.938697086686393e-05,,
train_step,70,46,3289,719,2.8864004611968994,2.870498004166976,,,,2.9384055173999367e-05,,
train_step,70,47,3290,720,2.7739932537078857,2.868444711604017,,,,2.9381132714214976e-05,,
epoch_summary,70,47,3290,720,,,2.868444711604017,2.139728103365217,0.5565119760479041,2.9381132714214976e-05,185.96621775627136,0.21612232079767607
train_step,71,1,3291,720,2.858510971069336,2.858510971069336,,,,2.9381132714214976e-05,,
train_step,71,2,3292,721,2.8693737983703613,2.8639423847198486,,,,2.937820348893513e-05,,
train_step,71,3,3293,721,2.965816020965576,2.8979002634684243,,,,2.937820348893513e-05,,
train_step,71,4,3294,722,2.674973487854004,2.8421685695648193,,,,2.9375267499587496e-05,,
train_step,71,5,3295,722,2.930354595184326,2.859805774688721,,,,2.9375267499587496e-05,,
train_step,71,6,3296,723,2.7743020057678223,2.845555146535238,,,,2.9372324747603045e-05,,
train_step,71,7,3297,723,2.9471986293792725,2.8600756440843855,,,,2.9372324747603045e-05,,
train_step,71,8,3298,724,2.8422739505767822,2.857850432395935,,,,2.9369375234416028e-05,,
train_step,71,9,3299,724,3.126600503921509,2.8877115514543323,,,,2.9369375234416028e-05,,
train_step,71,10,3300,725,2.9986326694488525,2.8988036632537844,,,,2.9366418961464015e-05,,
train_step,71,11,3301,725,3.0179052352905273,2.9096310788934883,,,,2.9366418961464015e-05,,
train_step,71,12,3302,726,2.652975082397461,2.888243079185486,,,,2.936345593018785e-05,,
train_step,71,13,3303,726,2.7606210708618164,2.8784260016221266,,,,2.936345593018785e-05,,
train_step,71,14,3304,727,2.8229122161865234,2.8744607312338695,,,,2.9360486142031677e-05,,
train_step,71,15,3305,727,2.3087077140808105,2.8367438634236652,,,,2.9360486142031677e-05,,
train_step,71,16,3306,728,2.6484570503234863,2.824975937604904,,,,2.9357509598442946e-05,,
train_step,71,17,3307,728,2.743295192718506,2.820171187905704,,,,2.9357509598442946e-05,,
train_step,71,18,3308,729,2.5976665019989014,2.8078098164664373,,,,2.935452630087237e-05,,
train_step,71,19,3309,729,2.7483863830566406,2.804682267339606,,,,2.935452630087237e-05,,
train_step,71,20,3310,730,2.883162021636963,2.8086062550544737,,,,2.935153625077398e-05,,
train_step,71,21,3311,730,2.997304677963257,2.817591894240606,,,,2.935153625077398e-05,,
train_step,71,22,3312,731,3.181187629699707,2.834118973125111,,,,2.9348539449605104e-05,,
train_step,71,23,3313,731,3.2706971168518066,2.8531006315480107,,,,2.9348539449605104e-05,,
train_step,71,24,3314,732,3.20257568359375,2.8676620920499167,,,,2.9345535898826326e-05,,
train_step,71,25,3315,732,2.383619785308838,2.8483003997802734,,,,2.9345535898826326e-05,,
train_step,71,26,3316,733,2.741816997528076,2.8442048843090353,,,,2.9342525599901545e-05,,
train_step,71,27,3317,733,2.6206018924713135,2.835923292018749,,,,2.9342525599901545e-05,,
train_step,71,28,3318,734,2.847480297088623,2.836336042199816,,,,2.9339508554297955e-05,,
train_step,71,29,3319,734,2.546656608581543,2.826347096212979,,,,2.9339508554297955e-05,,
train_step,71,30,3320,735,2.8207077980041504,2.826159119606018,,,,2.9336484763486014e-05,,
train_step,71,31,3321,735,2.5199408531188965,2.8162811110096593,,,,2.9336484763486014e-05,,
train_step,71,32,3322,736,2.7943224906921387,2.815594904124737,,,,2.933345422893949e-05,,
train_step,71,33,3323,736,3.275557041168213,2.829533150701812,,,,2.933345422893949e-05,,
train_step,71,34,3324,737,2.808168888092041,2.8289047900368187,,,,2.9330416952135425e-05,,
train_step,71,35,3325,737,2.7904469966888428,2.827805995941162,,,,2.9330416952135425e-05,,
train_step,71,36,3326,738,3.2503175735473633,2.8395424286524453,,,,2.932737293455415e-05,,
train_step,71,37,3327,738,2.799776315689087,2.838467668842625,,,,2.932737293455415e-05,,
train_step,71,38,3328,739,2.7668380737304688,2.8365826794975684,,,,2.932432217767929e-05,,
train_step,71,39,3329,739,3.2041354179382324,2.8460071086883545,,,,2.932432217767929e-05,,
train_step,71,40,3330,740,2.952538013458252,2.8486703813076018,,,,2.932126468299773e-05,,
train_step,71,41,3331,740,2.6169309616088867,2.8430182003393405,,,,2.932126468299773e-05,,
train_step,71,42,3332,741,2.8934240341186523,2.844218339238848,,,,2.9318200451999674e-05,,
train_step,71,43,3333,741,2.740299701690674,2.8418016267377277,,,,2.9318200451999674e-05,,
train_step,71,44,3334,742,2.7354722023010254,2.839385048909621,,,,2.931512948617858e-05,,
train_step,71,45,3335,742,3.0004427433013916,2.8429641087849933,,,,2.931512948617858e-05,,
train_step,71,46,3336,743,2.647810459136963,2.838721638140471,,,,2.9312051787031203e-05,,
train_step,71,47,3337,744,2.4352965354919434,2.830138125318162,,,,2.9308967356057577e-05,,
epoch_summary,71,47,3337,744,,,2.830138125318162,nan,nan,2.9308967356057577e-05,9.213258743286133,0.21612232079767607
train_step,72,1,3338,744,3.26568603515625,3.26568603515625,,,,2.9308967356057577e-05,,
train_step,72,2,3339,745,2.368419647216797,2.8170528411865234,,,,2.930587619476101e-05,,
train_step,72,3,3340,745,2.9524922370910645,2.862199306488037,,,,2.930587619476101e-05,,
train_step,72,4,3341,746,2.3506107330322266,2.7343021631240845,,,,2.9302778304648108e-05,,
train_step,72,5,3342,746,2.4400696754455566,2.675455665588379,,,,2.9302778304648108e-05,,
train_step,72,6,3343,747,2.635467052459717,2.668790896733602,,,,2.9299673687228736e-05,,
train_step,72,7,3344,747,2.8984436988830566,2.70159843989781,,,,2.9299673687228736e-05,,
train_step,72,8,3345,748,2.5829997062683105,2.6867735981941223,,,,2.9296562344016044e-05,,
train_step,72,9,3346,748,2.6062960624694824,2.6778316497802734,,,,2.9296562344016044e-05,,
train_step,72,10,3347,749,3.2619917392730713,2.7362476587295532,,,,2.9293444276526476e-05,,
train_step,72,11,3348,749,2.8618030548095703,2.7476617856459185,,,,2.9293444276526476e-05,,
train_step,72,12,3349,750,2.8486804962158203,2.7560800115267434,,,,2.929031948627973e-05,,
train_step,72,13,3350,750,2.4719114303588867,2.734220889898447,,,,2.929031948627973e-05,,
train_step,72,14,3351,751,3.2719192504882812,2.7726279156548634,,,,2.9287187974798788e-05,,
train_step,72,15,3352,751,2.9446022510528564,2.7840928713480633,,,,2.9287187974798788e-05,,
train_step,72,16,3353,752,2.865983009338379,2.789211004972458,,,,2.928404974360992e-05,,
train_step,72,17,3354,752,2.947239875793457,2.7985068209031048,,,,2.928404974360992e-05,,
train_step,72,18,3355,753,3.0196242332458496,2.810791121588813,,,,2.9280904794242656e-05,,
train_step,72,19,3356,753,2.8673999309539795,2.8137705326080322,,,,2.9280904794242656e-05,,
train_step,72,20,3357,754,2.7446954250335693,2.810316777229309,,,,2.927775312822981e-05,,
train_step,72,21,3358,754,2.863675117492676,2.8128576505751837,,,,2.927775312822981e-05,,
train_step,72,22,3359,755,2.6900875568389893,2.807277191768993,,,,2.927459474710746e-05,,
train_step,72,23,3360,755,2.645813465118408,2.8002570297407066,,,,2.927459474710746e-05,,
train_step,72,24,3361,756,2.715526580810547,2.7967265943686166,,,,2.927142965241497e-05,,
train_step,72,25,3362,756,2.6737606525421143,2.7918079566955565,,,,2.927142965241497e-05,,
train_step,72,26,3363,757,3.2046704292297363,2.807687282562256,,,,2.9268257845694962e-05,,
train_step,72,27,3364,757,3.3172473907470703,2.8265598791616933,,,,2.9268257845694962e-05,,
train_step,72,28,3365,758,2.6849350929260254,2.821501851081848,,,,2.926507932849334e-05,,
train_step,72,29,3366,758,2.90165376663208,2.8242657102387527,,,,2.926507932849334e-05,,
train_step,72,30,3367,759,2.656674861907959,2.818679348627726,,,,2.9261894102359272e-05,,
train_step,72,31,3368,759,2.7290377616882324,2.815787684532904,,,,2.9261894102359272e-05,,
train_step,72,32,3369,760,2.3707821369171143,2.8018812611699104,,,,2.92587021688452e-05,,
train_step,72,33,3370,760,2.692838191986084,2.7985769257400976,,,,2.92587021688452e-05,,
train_step,72,34,3371,761,2.532376527786255,2.7907475022708668,,,,2.925550352950683e-05,,
train_step,72,35,3372,761,2.503912925720215,2.782552228655134,,,,2.925550352950683e-05,,
train_step,72,36,3373,762,2.9964709281921387,2.788494414753384,,,,2.9252298185903155e-05,,
train_step,72,37,3374,762,2.6853511333465576,2.7857067584991455,,,,2.9252298185903155e-05,,
train_step,72,38,3375,763,3.240922689437866,2.7976861251027962,,,,2.9249086139596396e-05,,
train_step,72,39,3376,763,2.9359021186828613,2.8012301249381824,,,,2.9249086139596396e-05,,
train_step,72,40,3377,764,3.0346627235412598,2.8070659399032594,,,,2.9245867392152084e-05,,
train_step,72,41,3378,764,2.913997173309326,2.809674018766822,,,,2.9245867392152084e-05,,
train_step,72,42,3379,765,2.722604274749756,2.8076009296235585,,,,2.9242641945138996e-05,,
train_step,72,43,3380,765,2.9286909103393555,2.8104169756867163,,,,2.9242641945138996e-05,,
train_step,72,44,3381,766,3.0055646896362305,2.814852151003751,,,,2.9239409800129167e-05,,
train_step,72,45,3382,766,2.9367780685424805,2.817561615837945,,,,2.9239409800129167e-05,,
train_step,72,46,3383,767,2.7792444229125977,2.816728633383046,,,,2.9236170958697908e-05,,
train_step,72,47,3384,768,2.3919625282287598,2.8076910566776356,,,,2.9232925422423795e-05,,
epoch_summary,72,47,3384,768,,,2.8076910566776356,nan,nan,2.9232925422423795e-05,9.293763399124146,0.21612232079767607
train_step,73,1,3385,768,3.0101265907287598,3.0101265907287598,,,,2.9232925422423795e-05,,
train_step,73,2,3386,769,2.761345624923706,2.885736107826233,,,,2.9229673192888655e-05,,
train_step,73,3,3387,769,2.8528623580932617,2.8747781912485757,,,,2.9229673192888655e-05,,
train_step,73,4,3388,770,2.606764793395996,2.807774841785431,,,,2.92264142716776e-05,,
train_step,73,5,3389,770,2.551555633544922,2.756531000137329,,,,2.92264142716776e-05,,
train_step,73,6,3390,771,2.5695810317993164,2.7253726720809937,,,,2.9223148660378974e-05,,
train_step,73,7,3391,771,2.246399402618408,2.6569479193006242,,,,2.9223148660378974e-05,,
train_step,73,8,3392,772,3.0478897094726562,2.7058156430721283,,,,2.92198763605844e-05,,
train_step,73,9,3393,772,2.703329086303711,2.7055393589867487,,,,2.92198763605844e-05,,
train_step,73,10,3394,773,2.903470754623413,2.725332498550415,,,,2.9216597373888765e-05,,
train_step,73,11,3395,773,3.1844193935394287,2.7670676708221436,,,,2.9216597373888765e-05,,
train_step,73,12,3396,774,2.688262939453125,2.7605006098747253,,,,2.9213311701890193e-05,,
train_step,73,13,3397,774,2.516730308532715,2.7417490482330322,,,,2.9213311701890193e-05,,
train_step,73,14,3398,775,3.063058853149414,2.7646997485842024,,,,2.9210019346190096e-05,,
train_step,73,15,3399,775,2.977658748626709,2.778897015253703,,,,2.9210019346190096e-05,,
train_step,73,16,3400,776,2.8548238277435303,2.783642441034317,,,,2.920672030839312e-05,,
train_step,73,17,3401,776,2.637160062789917,2.7750258305493523,,,,2.920672030839312e-05,,
train_step,73,18,3402,777,3.153524398803711,2.7960535287857056,,,,2.920341459010717e-05,,
train_step,73,19,3403,777,2.990156888961792,2.806269495110763,,,,2.920341459010717e-05,,
train_step,73,20,3404,778,2.996946096420288,2.815803325176239,,,,2.9200102192943427e-05,,
train_step,73,21,3405,778,2.5960211753845215,2.8053375085194907,,,,2.9200102192943427e-05,,
train_step,73,22,3406,779,2.769010305404663,2.803686272014271,,,,2.91967831185163e-05,,
train_step,73,23,3407,779,2.596505880355835,2.794678428898687,,,,2.91967831185163e-05,,
train_step,73,24,3408,780,2.697633743286133,2.790634900331497,,,,2.9193457368443476e-05,,
train_step,73,25,3409,780,2.663339614868164,2.7855430889129638,,,,2.9193457368443476e-05,,
train_step,73,26,3410,781,3.0877678394317627,2.7971671177790713,,,,2.9190124944345882e-05,,
train_step,73,27,3411,781,3.3520498275756836,2.81771832925302,,,,2.9190124944345882e-05,,
train_step,73,28,3412,782,2.714162826538086,2.8140199184417725,,,,2.9186785847847693e-05,,
train_step,73,29,3413,782,2.8654255867004395,2.8157925276920714,,,,2.9186785847847693e-05,,
train_step,73,30,3414,783,2.951066493988037,2.820301659901937,,,,2.9183440080576356e-05,,
train_step,73,31,3415,783,2.656827449798584,2.8150282982856996,,,,2.9183440080576356e-05,,
train_step,73,32,3416,784,2.776060104370117,2.8138105422258377,,,,2.9180087644162552e-05,,
train_step,73,33,3417,784,2.915740966796875,2.8168993429704146,,,,2.9180087644162552e-05,,
train_step,73,34,3418,785,2.799760103225708,2.8163952476838054,,,,2.9176728540240214e-05,,
train_step,73,35,3419,785,2.980315685272217,2.82107868875776,,,,2.9176728540240214e-05,,
train_step,73,36,3420,786,3.1303186416625977,2.829668687449561,,,,2.9173362770446536e-05,,
train_step,73,37,3421,786,2.512542724609375,2.8210977154809074,,,,2.9173362770446536e-05,,
train_step,73,38,3422,787,2.7448530197143555,2.81909127611863,,,,2.9169990336421947e-05,,
train_step,73,39,3423,787,2.64520263671875,2.8146325930570946,,,,2.9169990336421947e-05,,
train_step,73,40,3424,788,2.847808837890625,2.815461999177933,,,,2.9166611239810135e-05,,
train_step,73,41,3425,788,2.3536014556884766,2.804197107873312,,,,2.9166611239810135e-05,,
train_step,73,42,3426,789,3.042187213897705,2.8098635389691307,,,,2.9163225482258026e-05,,
train_step,73,43,3427,789,2.461257219314575,2.801756415256234,,,,2.9163225482258026e-05,,
train_step,73,44,3428,790,2.5098695755004883,2.7951226234436035,,,,2.9159833065415804e-05,,
train_step,73,45,3429,790,2.7290031909942627,2.793653302722507,,,,2.9159833065415804e-05,,
train_step,73,46,3430,791,2.829375743865967,2.7944298775299736,,,,2.9156433990936884e-05,,
train_step,73,47,3431,792,2.6496846675872803,2.791350192212044,,,,2.9153028260477936e-05,,
epoch_summary,73,47,3431,792,,,2.791350192212044,nan,nan,2.9153028260477936e-05,9.299185276031494,0.21612232079767607
train_step,74,1,3432,792,2.895866870880127,2.895866870880127,,,,2.9153028260477936e-05,,
train_step,74,2,3433,793,3.071995735168457,2.983931303024292,,,,2.9149615875698877e-05,,
train_step,74,3,3434,793,2.632664680480957,2.86684242884318,,,,2.9149615875698877e-05,,
train_step,74,4,3435,794,2.702007293701172,2.8256336450576782,,,,2.9146196838262854e-05,,
train_step,74,5,3436,794,2.76023006439209,2.8125529289245605,,,,2.9146196838262854e-05,,
train_step,74,6,3437,795,2.5356054306030273,2.766395012537638,,,,2.914277114983627e-05,,
train_step,74,7,3438,795,2.7573769092559814,2.7651067120688304,,,,2.914277114983627e-05,,
train_step,74,8,3439,796,3.0609006881713867,2.80208095908165,,,,2.913933881208876e-05,,
train_step,74,9,3440,796,2.5991437435150146,2.779532379574246,,,,2.913933881208876e-05,,
train_step,74,10,3441,797,3.0405921936035156,2.8056383609771727,,,,2.9135899826693207e-05,,
train_step,74,11,3442,797,2.7375388145446777,2.7994474931196733,,,,2.9135899826693207e-05,,
train_step,74,12,3443,798,3.030526876449585,2.818704108397166,,,,2.913245419532573e-05,,
train_step,74,13,3444,798,2.847334861755371,2.820906474040105,,,,2.913245419532573e-05,,
train_step,74,14,3445,799,2.2418131828308105,2.7795426675251553,,,,2.9129001919665685e-05,,
train_step,74,15,3446,799,2.9035353660583496,2.7878088474273683,,,,2.9129001919665685e-05,,
train_step,74,16,3447,800,2.4901459217071533,2.7692049145698547,,,,2.912554300139567e-05,,
train_step,74,17,3448,800,2.525876998901367,2.754891507765826,,,,2.912554300139567e-05,,
train_step,74,18,3449,801,2.8983097076416016,2.7628591855367026,,,,2.9122077442201526e-05,,
train_step,74,19,3450,801,2.6999571323394775,2.759548551157901,,,,2.9122077442201526e-05,,
train_step,74,20,3451,802,3.077704429626465,2.7754563450813294,,,,2.9118605243772314e-05,,
train_step,74,21,3452,802,2.4148495197296143,2.7582845914931524,,,,2.9118605243772314e-05,,
train_step,74,22,3453,803,2.4422383308410645,2.743918852372603,,,,2.9115126407800353e-05,,
train_step,74,23,3454,803,2.690113067626953,2.74157947042714,,,,2.9115126407800353e-05,,
train_step,74,24,3455,804,2.7649998664855957,2.742555320262909,,,,2.9111640935981175e-05,,
train_step,74,25,3456,804,3.204744577407837,2.761042890548706,,,,2.9111640935981175e-05,,
train_step,74,26,3457,805,2.624159574508667,2.7557781476240892,,,,2.910814883001356e-05,,
train_step,74,27,3458,805,3.0797526836395264,2.76777720451355,,,,2.910814883001356e-05,,
train_step,74,28,3459,806,2.6481170654296875,2.7635036281176975,,,,2.910465009159952e-05,,
train_step,74,29,3460,806,2.9684290885925293,2.770570023306485,,,,2.910465009159952e-05,,
train_step,74,30,3461,807,2.9888076782226562,2.777844611803691,,,,2.9101144722444303e-05,,
train_step,74,31,3462,807,2.5382590293884277,2.7701160446290047,,,,2.9101144722444303e-05,,
train_step,74,32,3463,808,2.601430892944336,2.764844633638859,,,,2.9097632724256367e-05,,
train_step,74,33,3464,808,2.836822032928467,2.767025766950665,,,,2.9097632724256367e-05,,
train_step,74,34,3465,809,2.7075934410095215,2.765277757364161,,,,2.9094114098747435e-05,,
train_step,74,35,3466,809,2.598397731781006,2.7605097566332137,,,,2.9094114098747435e-05,,
train_step,74,36,3467,810,2.520460605621338,2.7538417246606617,,,,2.909058884763243e-05,,
train_step,74,37,3468,810,3.1130752563476562,2.7635507390305802,,,,2.909058884763243e-05,,
train_step,74,38,3469,811,2.735663652420044,2.762816868330303,,,,2.908705697262952e-05,,
train_step,74,39,3470,811,2.9860711097717285,2.7685413360595703,,,,2.908705697262952e-05,,
train_step,74,40,3471,812,2.459738254547119,2.760821259021759,,,,2.9083518475460098e-05,,
train_step,74,41,3472,812,3.197875738143921,2.771481124366202,,,,2.9083518475460098e-05,,
train_step,74,42,3473,813,2.55301570892334,2.7662795668556575,,,,2.907997335784879e-05,,
train_step,74,43,3474,813,2.5044753551483154,2.760191096815952,,,,2.907997335784879e-05,,
train_step,74,44,3475,814,3.2430431842803955,2.7711650078946892,,,,2.9076421621523435e-05,,
train_step,74,45,3476,814,2.782042980194092,2.771406740612454,,,,2.9076421621523435e-05,,
train_step,74,46,3477,815,2.7575087547302246,2.771104610484579,,,,2.9072863268215113e-05,,
train_step,74,47,3478,816,2.2337872982025146,2.7596723272445356,,,,2.906929829965812e-05,,
epoch_summary,74,47,3478,816,,,2.7596723272445356,nan,nan,2.906929829965812e-05,9.19541335105896,0.21612232079767607
